"","CC.Line","Animal_ID","Block","Freezer.days","Blaze","weight.change","log.spleen.CFU","log.spleen.CEQ","log.lung.CFU","log.lung.CEQ","Eotaxin","GCSF","GMCSF","IFNy","IL1a","IL1B","IL2","IL5","IL6","IL7","IL9","IL10","IL12_p40","IL12_p70","IL15","IL17","IP10","KC","LIF","LIX","MCP1","MCSF","MIG","MIP1a","MIP1b","MIP2","RANTES","TNFa","VEGF"
"43","CC007.Unc","CC007-1",2,0,0,-9.577,5.824,6.199,7.23,7.649,1.02118929906994,1.93171206705676,0.629409599102719,1.66247450375031,2.73284390591692,2.06276994981513,0.492760389026837,-1.09691001300806,2.46110817668485,-2,1.54032947479087,-0.0132282657337552,-0.638272163982407,-0.508638306165727,-0.537602002101044,2.30734625536925,1.86545932266196,2.73403133660902,1.29292029960001,2.58626089862368,2.05812221578291,0.480006942957151,2.84833077860932,2.04575314759414,1.93389203576421,2.4493549587028,1.24846371755103,1.30749603791321,0.0827853703164501
"44","CC007.Unc","CC007-2",2,0,0,-14.615,4,5.532,7.153,7.605,0.699837725867246,1.43071988786328,0.494154594018443,1.45362407359145,2.45856231298199,1.7805333253164,1.03221570329798,-0.657577319177794,1.77771673860963,-0.481486060122112,2.02962723904741,-0.0132282657337552,0.929929560084588,0.309630167425899,0.00860017176191757,1.97030037540218,1.78611228371983,2.49582175338591,0.813580988568192,2.60247237523441,1.75549372841512,0.181843587944773,2.78293104297851,1.7979596437372,1.50474263627169,2.26902233472923,1.18012587516405,1.03140846425162,0.294466226161593
"45","CC007.Unc","CC007-3",2,0,0,-10.488,7.167,7.083,7.161,7.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CC008.GeniUnc","AU8036-1",2,0,0,-1.707,5.66,5.331,7.294,8.225,1.17695898058691,1.2135177569963,0.69810054562339,1.12417805547468,2.33741932432967,1.53516748511494,0.755874855672491,-0.769551078621726,0.927370363039024,-0.481486060122112,1.81150797994533,-0.193820026016113,0.723455672035186,0.418301291319745,0.00860017176191757,0.0170333392987804,1.73766962735664,2.10513533761257,0.631443769013172,2.66876785328239,2.00987563371216,-0.0861861476162833,2.87291926088305,1.71982828625433,2.13149034569495,1.9198100201702,2.07700432679335,1.24129738710999,1.14270224573762
"47","CC008.GeniUnc","AU8036-2",2,0,0,1.948,5.895,5.388,6.402,6.238,0.916980047320382,0.397940008672038,-0.119186407719209,1.27966694404846,2.06896466594445,1.13672056715641,0.991669007379949,-1.52287874528034,0.250420002308894,-2,1.96880971391286,-0.0132282657337552,0.929929560084588,-0.508638306165727,0.66838591669,-0.275724130399211,1.66482994114309,1.79365071770717,-0.207608310501746,2.53248684252501,1.20411998265592,0.271841606536499,2.81298684641391,0.73559889969818,0.271841606536499,1.9198100201702,1.42537116643894,0.650307523131936,0.27415784926368
"48","CC008.GeniUnc","AU036-3",2,0,0,2.215,5.498,6.426,6.176,6.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","CC009.Unc","CC009-1",1,0,1,6.681,6.442,6.942,7.152,7.003,0.861534410859038,1.44482519950975,0.808885867359812,2.10588470866923,2.92664079293961,2.13506901382345,1.3014640731433,-0.698970004336019,1.55205953418788,0.404833716619938,2.26216621305121,0.797267540830716,1.11159852488039,-0.508638306165727,0.879095879500073,0.570542939881898,2.09096307659573,2.84678231409796,0.869818207979328,2.7931685215332,2.37979484327698,0.740362689494244,2.92103584692461,2.30760299382606,2.47709230078906,2.73802702236946,1.30276370847298,1.77691900284205,0.651278013998144
"50","CC009.Unc","CC009-2",1,0,1,2.548,7.114,6.01,6.914,7.244,0.951337518795918,1.32469391386177,0.629409599102719,1.96444820791666,2.68673455524477,1.70260284134043,1.40517554621799,-0.187086643357144,1.580468783951,0.346352974450639,2.44498111208794,0.783188691075258,1.20057692675485,-0.508638306165727,1.2332500095411,0.463892988985907,2.21253383618661,2.95008724565236,0.638489256954637,2.60531582254542,2.69105495600789,0.775974331129369,2.86545340257688,2.42442424376951,2.44886084560744,2.67485195893923,1.35044185653506,1.64473392744719,0.734799829588847
"51","CC009.Unc","CC009-3",1,0,1,2.479,7.358,7.099,6.5,7.077,1.02857125269254,0.764176132390331,0.494154594018443,1.24526583945746,2.36193549242115,1.46864266839151,0.726727209026572,-1.52287874528034,0.928907690243953,-2,1.91264710621832,-0.327902142064283,-0.638272163982407,-0.508638306165727,-0.537602002101044,0.164352855784437,2.07816670816815,2.63339775072268,0.332438459915605,2.47070442972279,2.0741213059063,0.517195897949974,2.92438784611292,1.98976118771878,2.02877452650009,2.10588470866923,1.47625179600703,1.23223352111473,0.797267540830716
"52","CC010.GeniUnc","CC010-1",1,0,0,-8.482,6.013,5.836,7.009,6.72,1.36172783601759,0.170261715394957,0.958085848521085,1.00346053210951,2.0855759697185,1.53516748511494,0.450249108319361,-1.52287874528034,0.0899051114393979,-2,1.83878614494659,-0.193820026016113,0.450249108319361,-0.508638306165727,-0.537602002101044,-2,2.06985302111362,2.46200845578399,0.357934847000454,2.78396071952437,1.84460141962635,0.857935264719429,2.83711474851551,1.50174372962799,1.75442478927726,1.9198100201702,1.89253980465864,0.697229342759718,1.11058971029925
"53","CC010.GeniUnc","CC010-2",1,0,0,-0.874,6.424,6.046,5.685,5.955,1.94324712513786,0.480006942957151,0.972202838379065,1.19340290306242,2.29543514235315,1.58001211252942,1.17055505852121,-0.301029995663981,1.07627625540422,0.198657086954423,1.84849701809037,-0.327902142064283,1.15442397311465,-0.508638306165727,-0.537602002101044,-0.0915149811213502,2.01334290434535,2.42267189832729,0.469822015978163,2.85907221703517,2.16740595723229,1.0068937079479,2.92528114304671,1.84528412634799,2.09429639740537,2.1504186944793,2.22008192493381,1.10754912974469,1.58194965837332
"54","CC010.GeniUnc","CC010-3",1,0,0,NA,NA,NA,NA,NA,1.00346053210951,0.356025857193123,0.571708831808688,0.799340549453582,2.02775720469055,1.24821856119007,0.919601023784111,-0.886056647693163,0.535294120042771,-2,1.72924580722531,-0.853871964321762,0.267171728403014,-0.508638306165727,-0.537602002101044,-2,1.78297399494405,2.06449542679273,0.152288344383056,2.79450895921257,1.48401496266756,0.46686762035411,2.81505947330386,1.28533222764388,1.66689221106654,2.00013026880523,1.85967857662845,0.885926339801431,0.845718017966659
"55","CC010.GeniUnc","18018-1",2,0,0,4.003,3.398,4.241,5.23,5.173,0.88024177589548,0.418301291319745,0.535294120042771,1.69992440274248,2.47646932392638,2.02114793572099,0.971739590887778,-0.698970004336019,0.491361693834273,-2,1.82885315967664,0.117271295655764,-0.638272163982407,0.418301291319745,-0.537602002101044,-0.408935392973501,1.90789483541628,2.36929008943868,0.565847818673518,2.66806893381985,1.75097098443732,0.828015064223977,2.94742391828922,1.62055244472944,1.95201709004743,1.55750720190566,1.63276088847944,1.5056925074122,0.311753861055754
"56","CC010.GeniUnc","18018-2",2,0,0,0.784,3.845,5.779,5.138,6.422,0.819543935541869,0.418301291319745,0.383815365980431,1.16345955176999,2.13376238478735,1.63608651510307,0.831869774280502,-0.585026652029182,0.195899652409234,-0.193820026016113,2.21885047765768,-0.193820026016113,-0.638272163982407,-0.508638306165727,-0.537602002101044,-0.42021640338319,1.92778084934737,2.10731174549067,0.225309281725863,2.5081255360832,1.60227708430019,0.650307523131936,2.83398810140205,1.50974001557038,1.9923767597988,1.766264090652,1.50947135210255,1.29247759366778,0.549003262025788
"57","CC010.GeniUnc","18018-3",2,0,0,2.992,4.439,5.831,5.55,5.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","CC011.Unc","CC011-1",1,0,0,-9.89,5.748,6.823,6.561,6.723,0.716003343634799,0.397940008672038,-0.119186407719209,1.41145134213794,2.03901732199741,1.94875518016827,1.17055505852121,-1,0.775246259740236,0.198657086954423,2.35869609957381,0.633468455579587,1.03181227133037,0.309630167425899,0.955687750313506,0.815577748324267,1.87984105598656,2.00346053210951,-0.0222763947111523,2.54744239837003,1.27114431794908,0.271841606536499,2.88278628797483,1.33645973384853,1.3932241163613,1.84404204204102,0.934498451243568,1.14050804303818,0.45484486000851
"59","CC011.Unc","CC011-2",1,0,0,-7.679,7.464,6.992,6.584,7.697,0.998695158311656,1.04375512696868,0.676693609624867,1.89030921689995,1.95980431650834,2.15818149835147,1.07261747654524,-0.468521082957745,1.69081605798092,-0.0222763947111523,1.99224414404677,0.45484486000851,1.12057393120585,0.418301291319745,0.835056101720116,1.33965015761368,2.03786455577437,2.25297432534792,0.699837725867246,2.63169737163755,1.87057946055268,0.380211241711606,2.87575557925805,1.44762309776029,1.40414924920969,2.11955279766712,1.26030994579492,1.29025726939452,0.340444114840118
"60","CC011.Unc","CC011-3",1,0,0,-10.655,6.405,6.976,6.663,7.373,0.920645001406788,2.2640855141554,0.958085848521085,2.34417605519636,2.26444001134421,2.2334022778119,0.741151598851785,-0.0268721464003014,2.67680331226897,-0.318758762624413,1.8185557792978,0.528916700277655,0.0211892990699381,1.10822665637493,-0.537602002101044,2.10758303119132,2.04555766913655,2.38306097693099,1.59593690626917,2.52143884619543,2.00796103333618,0.755112266395071,2.87050339531352,2.10910586375529,2.01736728355353,2.22372950936488,1.16583762469013,1.585799009013,0.232996110392154
"61","CC012.GeniUnc","CC012-1",1,0,0,-5.124,6.241,6.8,6.238,6.857,0.875639937004168,0.565847818673518,0.181843587944773,1.79782131136402,2.45236919596034,2.41057479654233,0.606381365110605,-0.468521082957745,0.744292983122676,-2,1.70910028155117,-0.0132282657337552,-0.638272163982407,-0.508638306165727,-0.537602002101044,-0.161150909262745,2.318313817224,2.37507806472661,0.383815365980431,2.44233863962568,1.55144999797288,0.492760389026837,2.87952594503966,1.84092120019877,2.16016829295851,2.06766588197425,0.747411807886423,1.28012289630231,0.222716471147583
"62","CC012.GeniUnc","CC012-2",1,0,0,-10.107,6.681,6.212,6.789,7.437,0.594392550375427,0.334453751150931,-0.119186407719209,1.53083977861652,2.3969835082752,2.23162248410658,0.644438589467838,-0.657577319177794,0.779596491257824,-2,1.80787313200333,-0.853871964321762,0.0969100130080564,0.164352855784437,0.00860017176191757,-0.180456064458131,2.23782011079407,2.32647923638096,0.27415784926368,2.3337293231566,1.60895369927586,0.492760389026837,2.91120023678103,2.09874752882482,1.87215627274829,2.24370758666179,0.0569048513364726,1.3230457354817,-0.10790539730952
"63","CC012.GeniUnc","CC012-3",1,0,0,-14.182,6.531,6.592,6.431,6.551,0.848804701051804,0.638489256954637,0.181843587944773,1.77033644109515,2.58401443579794,2.45807857094928,0.695481676490197,-1,0.854306041801081,-2,1.66922387393081,-0.853871964321762,-0.638272163982407,-0.508638306165727,-0.537602002101044,0.0334237554869497,2.236587640757,2.26773477232186,0.290034611362518,2.40606304605758,1.69231804425928,0.292256071356476,2.89756111749759,1.92629098688486,2.02596090985638,2.00013026880523,0.462397997898956,1.37383114507383,-0.00877392430750515
"64","CC013.GeniUnc","AU8010-2",2,0,0,-1.444,4.978,4.669,5.665,6.473,1.53592674139557,2.60092935521031,0.808885867359812,0.831869774280502,1.48387245422267,1.24821856119007,0.644438589467838,-1.52287874528034,0.549003262025788,-2,1.9071963102716,-0.193820026016113,-0.638272163982407,0.784617292632875,-0.537602002101044,-0.494850021680094,1.49220145139254,1.96341001568023,0.318063334962762,2.78423203309974,1.16613397030511,-0.958607314841775,2.64840880537252,1.97248054987648,1.48600518636224,1.65791593682996,1.40122816749811,0.394451680826216,-0.356547323513813
"65","CC013.GeniUnc","AU8010-3",2,0,0,NA,3.699,7.357,6.903,7.106,1.38273726576133,0.744292983122676,-0.119186407719209,1.61616031284758,2.40160729845358,1.93125440641641,0.354108439147401,-1.52287874528034,0.652246341003323,-2,1.60444206626072,-0.853871964321762,-0.638272163982407,-0.508638306165727,-0.537602002101044,-0.958607314841775,2.14522749265239,2.45238452120628,0.469822015978163,2.19295752988466,1.9703933720796,0.346352974450639,2.96654532164507,1.03702787975578,1.7462448717202,1.8850217948623,2.07627625540422,0.756636108245848,0.495544337546448
"66","CC015.Unc","OR3154-1",1,6,0,-5.342,6.996,6.805,8.358,9.05,1.42455497660671,3.68279738232154,1.47450763911698,1.73583833431707,3.46938160953077,2.88178395559338,0.801403710017355,0.0969100130080564,2.57176704432562,-0.769551078621726,1.98993901328454,0.865103974641128,0.267171728403014,0.418301291319745,1.44059426183983,1.43759203225396,2.34014655094913,3.39189796086424,1.70901541697212,2.88288866896769,3.30767570880397,2.31906439836851,3.13386769808421,3.67137096173854,3.57217896591253,4.13690755882483,1.59372899870791,2.44785544434554,1.07224989761351
"67","CC015.Unc","OR3154-2",1,6,0,-15.365,NA,7.736,6.471,7.797,0.69196510276736,1.05269394192497,0.76715586608218,1.28891960566173,2.45470769272351,2.02452671438715,0.971739590887778,-0.619788758288394,0.904174368284164,-0.0969100130080564,2.1804699616592,0.334453751150931,1.18554215485438,0.741151598851785,0.505149978319906,0.792391689498254,2.08163530150295,2.84342589339032,0.418301291319745,2.71464823735097,2.17403071803803,0.89707700320942,2.95096816288833,2.05743786821294,2.13116938308932,2.47736728522401,1.2817149700273,1.47668674294564,0.54282542695918
"68","CC016.GeniUnc","AU8024-1",2,0,0,-37.185,5.787,6.4,6.47,6.715,1.23223352111473,1.20951501454263,-0.119186407719209,2.89658132750573,2.46161856395402,1.8139144200486,1.23704079137919,-1.09691001300806,1.54294984881418,-0.0222763947111523,2.42068171770385,0.367355921026019,0.827369273053825,0.164352855784437,0.66838591669,1.19284611518884,2.21194774367943,2.57611089412084,0.465382851448418,2.68875787053188,2.00987563371216,0.453318340047038,2.9571809233867,1.82968964089897,1.88626505902976,2.1561249468226,1.86093662070009,1.07990446766672,0.103803720955957
"69","CC016.GeniUnc","AU8024-2",2,0,0,-30,5.756,6.533,6.681,7.065,0.503790683057181,0.436162647040756,-0.119186407719209,2.38760336128456,2.18092831999399,1.56145917124192,0.564666064252089,-1.52287874528034,1.53478735862949,-2,1.68133170596917,-0.853871964321762,-0.638272163982407,-0.508638306165727,-0.537602002101044,0.176091259055681,2.14410697304932,1.94344504902503,0.663700925389648,2.60287353102618,1.82360462835516,0.155336037465062,2.92129100948823,1.51375015008182,1.56820172406699,1.84404204204102,1.76177753750818,1.00216606175651,-0.0604807473813815
"70","CC016.GeniUnc","AU8024-3",2,0,0,2.607,5.55,5.608,6.045,6.443,1.18412335423967,0.890979596989689,0.494154594018443,2.12185518216685,2.21034527775002,1.45224657452044,1.04610478724604,-1.52287874528034,1.03422726077055,-0.769551078621726,2.21814146815768,0.367355921026019,0.846337112129805,0.164352855784437,0.505149978319906,0.694605198933569,2.24936959469152,2.1465931020963,0.423245873936808,2.47124769249561,1.71298623359438,0.271841606536499,2.92647106930745,1.50582803385484,1.71365851620836,2.05918461763137,1.93986854445951,0.853089529851866,0.173186268412274
"71","CC017.Unc","OR3032-1",1,9,0,NA,7.117,8.156,8.326,9.269,1.48043814717782,3.98998034729827,1.17840134153376,1.68033551341456,3.45417385217772,2.65735229635022,0.176091259055681,0.152288344383056,2.44701841424766,-0.769551078621726,1.70113606609253,0.652246341003323,-0.638272163982407,0.164352855784437,0.392696953259666,0.598790506763115,2.49243908778878,3.34170748041651,1.42618582524451,2.64563838024455,3.27784062357872,2.15354048643802,3.09841873415025,3.81721951496767,3.52524181536445,4.1219362009232,1.39480177716271,2.42706394371579,0.75815462196739
"72","CC017.Unc","OR3032-3",1,9,0,NA,6.944,7.915,8.373,8.941,1.73335778792559,3.9813038512055,1.8342935124427,1.1846914308176,3.52823517149726,2.80856879759746,0.564666064252089,0.170261715394957,3.26695100377472,-2,1.89894446686651,0.720985744153739,-0.638272163982407,0.923244018630276,0.66838591669,0.744292983122676,2.36962397664063,3.90906690519178,1.61679048632972,2.86645865957387,3.37352436791786,2.0643831044122,3.07434826166772,3.7103670338244,4.23833470008216,4.14662191982503,1.56371833996568,2.55418619906938,0.981365509078544
"73","CC018.Unc","AU3609-2",1,3,0,5.749,8.215,7.863,7.064,7.976,1.26623169668989,2.2895889525426,0.928395852256714,0.720159303405957,2.1978316933289,1.68930885912362,0.959518376972998,-0.698970004336019,1.81914894280713,0.103803720955957,1.8185557792978,-0.0132282657337552,0.612783856719735,0.418301291319745,0.00860017176191757,2.1226745132062,1.93237228214791,2.65404170669743,0.815577748324267,2.73306077404507,2.3808621953412,0.775974331129369,2.78573546168139,2.36679638328673,2.60937026824727,2.9646367037885,2.05514888988939,1.41463914673701,0.991226075692495
"74","CC018.Unc","AU3609-3",1,3,0,0.962,7.924,6.757,7.004,8.179,1.22479195649268,2.53507881868985,1.02036128264771,1.00560944536028,2.44605538603195,2.11909085242172,0.90036712865647,-0.3767507096021,2.37289360027166,-2,1.83218946106851,0.217483944213906,0.846337112129805,-0.508638306165727,0.505149978319906,1.04805317311561,2.14786174848724,2.76890436715991,1.30749603791321,2.64859417407893,2.6046795567243,0.6232492903979,2.85543434790741,2.54363353257626,2.79158539527757,3.11727461086816,2.24743312956304,1.65214960540165,0.888179493918325
"75","CC019.TauUnc","IL16513-1",1,0,0,12.184,7.584,7.605,7.201,7.18,0.833147111912785,1.23375736296551,0.629409599102719,1.35179630689702,2.55971515827145,1.67559505638675,1.50799072481969,-0.130768280269024,1.06107532362979,0.844477175745681,2.32947923838749,1.05918461763137,1.37602918172818,-0.508638306165727,1.45239984591144,1.48557947698468,1.73013600399668,2.80475941028775,0.903632516084238,2.55790402105757,1.93991842036906,0.292256071356476,2.73482382309632,1.94753174569559,2.07551046452441,2.49478052900343,1.22271647114758,1.51600623038605,0.702430536445525
"76","CC019.TauUnc","IL16513-2",1,0,0,3.531,7.697,7.907,6.892,7.515,1.07481644064517,1.01325866528352,0.535294120042771,1.1102529173534,2.52375946944571,1.73583833431707,1.06929801211553,-0.886056647693163,0.591064607026499,0.198657086954423,2.20736503746907,0.426511261364575,0.528916700277655,-0.508638306165727,-0.537602002101044,0.77232170672292,1.87915324618425,2.62946056964229,0.644438589467838,2.3330036847557,1.46508528755743,-0.958607314841775,2.74971313197082,1.89525675314489,2.04410838744612,2.25491044215453,1.4360035356699,1.36810085170935,0.419955748489758
"77","CC019.TauUnc","IL16513-3",1,0,0,4.029,6.713,7.155,7.176,7.813,1.36903022180915,1.25285303097989,0.8208579894397,1.32837960343874,2.53797012775847,1.7626035495668,1.06595298031387,-1.52287874528034,1.06333335895175,-0.193820026016113,2.30300155365584,0.217483944213906,1.05346260492546,-0.508638306165727,-0.537602002101044,1.37106786227174,1.89086793881144,2.79213944526948,0.831229693867063,2.34153344144041,1.93237228214791,-0.00436480540245009,2.77032907136552,1.94309862300549,2.04890770148377,2.3125370031073,1.49317912068252,1.44247976906445,0.657055852857104
"78","CC021.Unc","OR1566-1",2,0,0,1.36,4.332,6.633,7.093,7.176,1.88862872538523,1.20520436394814,0.912222056532416,1.19506899646859,2.43261658390379,2.12778487636217,1.04257551244019,-0.42021640338319,1.3174364965351,-0.0969100130080564,1.77749931959037,0.296665190261531,0.784617292632875,0.164352855784437,0.00860017176191757,0.359835482339888,2.34325099805436,2.71997727519544,0.862131379313037,2.75835163934082,2.54154180315326,0.46686762035411,2.92893326631545,2.4227867541518,2.62214146174089,2.66992093868144,1.858897957232,1.42764837118693,1.13861843389949
"79","CC021.Unc","OR1566-2",2,0,0,-7.014,5.646,6.43,5.847,7.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","CC021.Unc","OR1566-3",2,0,0,-1.773,4.07,4.714,6.697,6.257,1.87488751084611,1.5081255360832,-0.119186407719209,0.724275869600789,2.18667386749975,1.60906054993009,0.606381365110605,-0.0705810742857073,1.67412598274271,-2,1.49387611085282,-0.508638306165727,-0.638272163982407,-0.508638306165727,-0.537602002101044,0.161368002234975,2.13331531689885,2.60981843458286,0.850033257689769,2.78010839722333,2.2348208798074,0.346352974450639,2.86791510487533,2.1293998361359,2.27388055151121,2.66360670812452,1.75097098443732,1.00216606175651,1.47755533219898
"81","CC022.GeniUnc","AU8046-1",2,0,0,5.62,6.919,6.427,6.366,6.104,1.59150980899465,0.521138083704036,0.181843587944773,0.810232517995084,1.9129125511761,-0.366531544420413,1.06295783408451,-0.161150909262745,0.863322860120456,-2,1.92074926127571,-0.327902142064283,0.846337112129805,-0.508638306165727,0.505149978319906,-0.275724130399211,1.7300551523755,1.94507448847873,0.0334237554869497,2.50712694037055,1.27114431794908,0.181843587944773,2.57965786159373,1.61531865661148,1.48995847942483,2.02160271602824,1.37966803403365,0.650307523131936,1.04688519083771
"82","CC022.GeniUnc","AU8046-2",2,0,0,10.055,6.079,5.815,6.815,7.105,2.06520612805431,0.824776462475546,-0.119186407719209,0.57287160220048,1.5449357658815,0.695481676490197,0.762678563727436,-1.52287874528034,0.503790683057181,-2,1.98993901328454,-0.508638306165727,-0.638272163982407,-0.508638306165727,-0.537602002101044,-0.744727494896694,1.82125143154594,2.073864922903,-0.1249387366083,2.41946007278607,1.25527250510331,0.127104798364808,2.73381495271786,1.73679475492436,1.54157924394658,2.18760531541815,1.01494034979294,0.764922984649889,0.745855195173729
"83","CC022.GeniUnc","AU8046-3",2,0,0,-17.69,7.677,8.69,6.355,6.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","CC023.GeniUnc","AU8043-1",1,7,1,-30,7.522,7.287,8.283,8.76,1.83683028648888,4.00030389978481,1.64855515566267,1.76380222407459,3.81428889171002,3.19750660815907,0.564666064252089,0.0718820073061254,3.27965325808233,-2,1.90859223884757,1.79232163635157,-0.638272163982407,0.859738566197147,0.594392550375427,0.841359470454855,2.45587983718473,3.97492184511193,2.30373588903991,3.00208827070363,3.17764614183819,2.09853989799286,3.21240869193552,3.72866457693047,4.43838932993257,4.14861252502307,0.858537197569639,2.58731801451407,1.94816836172713
"85","CC023.GeniUnc","AU8043-2",1,7,1,-28.302,7.672,7.353,8.539,8.955,1.63265971329391,3.96408323592519,1.29225607135648,1.48201557645071,3.85699276943275,3.23995980536463,0.662757831681574,0.103803720955957,3.56371952591294,0.103803720955957,1.88761730033574,1.42127479121035,-0.638272163982407,0.577491799837225,1.53681086599154,1.30920417967041,2.43557364356611,3.91673443850911,2.21023823616173,2.90344270798498,3.16393025423645,1.83410265571279,3.11089932930354,3.68920493574091,4.43838932993257,4.1613769875451,1.41813549842523,2.58882053229321,1.89019738621003
"86","CC023.GeniUnc","AU8043-3",1,7,1,NA,NA,NA,NA,NA,1.21774707326279,2.6806708514704,1.04139268515823,2.00216606175651,2.81804104811983,2.21055928181072,1.12580645813953,-0.698970004336019,2.56661423823912,-0.193820026016113,2.26088195046359,0.426511261364575,0.91487181754005,0.784617292632875,0.955687750313506,3.03789639729661,2.33655979017472,3.22303622299757,1.36586221540256,2.41220846588168,2.20509604757848,1.09586645347854,2.87859646934907,2.7788961500548,2.63098691077022,3.68499249435274,1.20682587603185,1.87168966568552,1.22427401429426
"87","CC024.GeniUnc","AU8004-1",1,0,0,12.37,6.312,6.74,7.21,7.789,1.2137832993353,1.54691264318124,0.571708831808688,0.939019776448666,2.50026392620088,1.51428204786038,0.517195897949974,0.20682587603185,1.69037330691606,-2,1.71933128698373,-0.853871964321762,-0.638272163982407,0.164352855784437,-0.537602002101044,0.9237619608287,2.07003786660776,2.66237057051219,0.77887447200274,2.32506389356489,1.60227708430019,0.94299959336604,2.87588275018178,2.33603924537104,2.18012587516405,2.53721443854413,1.29972515397564,1.58489634413745,0.264817823009536
"88","CC024.GeniUnc","AU8004-2",1,0,0,9.359,7.107,7.246,7.433,7.76,1.48187241031066,2.6748060470343,0.181843587944773,0.751279103983342,2.55396793625838,1.83550032786732,0.575187844927661,0.713490543093943,1.99821573237096,-2,2.10383791602561,0.117271295655764,0.419955748489758,-0.508638306165727,-0.537602002101044,1.470116353151,1.96255873579596,2.84348194303996,0.992995098431341,2.51605917375828,1.8546096380958,0.933487287848705,2.83052451409726,2.66595602945396,2.5152113043278,3.41493492791343,1.69319914515372,1.6605809124273,0.481442628502305
"89","CC025.GeniUnc","AU8008-2",1,8,0,NA,7.079,7.118,8.394,9.413,2.02308776699545,3.95210390146456,1.71483251243333,1.23223352111473,3.58213498148877,2.45356294409851,0.983626287124535,0.252853030979893,3.49900074010565,0.793790384690819,1.74099393158489,1.96773513178388,-0.638272163982407,1.00302947055362,1.07736790528416,0.786751422145561,2.23269123534846,3.87112498435444,2.31099052713458,2.96563436833841,3.57768018303492,2.29457643920162,3.22134119719314,3.76881784864336,4.43838932993257,4.16116098912069,1.21138755293686,2.57620309123018,1.3773062510682
"90","CC025.GeniUnc","AU8008-3",1,8,0,NA,7.09,7.511,8.698,9.125,1.38003024796783,3.82971535325101,1.33183204443625,1.12090281761453,3.63558326123142,2.47858092374228,0.932980821923198,0.139879086401236,3.08050382830321,-0.481486060122112,1.78731875662455,1.54007908880417,-0.638272163982407,0.418301291319745,-0.537602002101044,0.793790384690819,2.20983659506966,3.62344674608946,1.93003161495097,2.71623713157241,3.30618905040043,2.45285933579585,2.98305316354662,3.88591560937608,4.43838932993257,4.16921580267368,1.19005141775921,2.60972243786524,1.50555693866382
"91","CC027.GeniUnc","CC027-1",3,6,0,-29.447,8.077,8.624,8.19,8.786,1.81277970700896,4.02562040997375,1.56002624891289,1.17580163284828,3.53041359000243,3.01007511712514,0.679427896612119,0.130333768495006,3.26066038805081,-0.318758762624413,1.92865184665369,0.687528961214634,-0.638272163982407,1.00302947055362,0.879095879500073,0.923244018630276,2.27464269469933,3.58167550804934,1.90433679220249,2.94437408495573,3.31386932858968,1.93886982151299,3.09443269380097,3.74740714638217,3.38439284478081,4.13520964035057,1.40449161775869,2.0972225925199,1.62889956442061
"92","CC027.GeniUnc","CC027-2",3,6,0,-28.035,7.756,7.923,8.301,9.88,1.62592949271629,3.98302110044526,1.92793468174118,1.25285303097989,3.555934400878,3.51400820186168,0.201397124320452,0.190331698170291,3.53813117141727,-2,1.81324730089761,0.505149978319906,-0.638272163982407,1.10822665637493,1.1034616220947,0.704150516839799,1.95947070207511,3.43072149874487,1.95818149756495,2.86162400845559,3.26486266632015,2.18218631673954,3.07298841574075,3.79528967066555,3.18146341392271,4.11922981762603,1.00086772153123,2.09342168516224,1.63002085111341
"93","CC028.GeniUnc","AU8016-1",2,0,0,-5.432,5.217,5.776,6.466,7.244,0.949390006644913,0.656098202012832,-0.119186407719209,2.00423536635947,2.00030389978481,1.4996870826184,0.8750612633917,-1.52287874528034,1.25406445291434,-2,2.01131664336687,-0.853871964321762,-0.638272163982407,-0.508638306165727,-0.537602002101044,1.60916737430202,1.89641597647312,2.44572871430711,0.217483944213906,2.37023543728318,1.37948681371727,0.424881636631067,2.66500843312921,1.8285310066451,1.95631253084119,2.10588470866923,1.47914324797861,0.956168430475363,0.562292864456475
"94","CC028.GeniUnc","AU8016-2",2,0,0,-9.106,5.758,5.66,6.954,6.84,0.69196510276736,0.862727528317975,0.181843587944773,1.79546289439038,2.30254737248749,1.63608651510307,1.43584436598444,-1.52287874528034,0.924279286061882,0.625312450961674,2.2723986324554,0.9698816437465,1.22530928172586,-0.508638306165727,1.12775251583297,1.69170020829016,1.42390091852842,2.5386868166045,0.3654879848909,2.70401316880516,1.48401496266756,0.380211241711606,2.51763129415258,1.87581338883976,1.77136697085778,2.36761679213468,1.54777470538782,0.92531209149965,0.710117365111816
